sub.id,sub.no,cond,experiment.duration,user.agent,PA.id,verification,time,ip
99,49,Uniform,840031,"Mozilla/5.0 (Linux Android 4.4.2 DP7856K Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Safari/537.36",ACP50SFS4WW3Y,p0rr76u0cedbo6r,19:25:59 Tue 01 Sep 15,68.50.160.35
100,105,Positive,750198,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3A6AK4E156TVE,xsiruzifz4yam7vi,19:26:10 Tue 01 Sep 15,24.119.135.92
101,103,Uniform,772297,"Mozilla/5.0 (Windows NT 6.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A280RC0S51YKFT,be22yvafsjpgmn29,19:26:30 Tue 01 Sep 15,73.171.217.143
102,140,Both,406258,"Mozilla/4.0 (compatible MSIE 8.0 Windows NT 6.1 Win64 x64 Trident/4.0 .NET CLR 2.0.50727 SLCC2 .NET CLR 3.5.30729 .NET CLR 3.0.30729 Media Center PC 6.0 CPNTDF .NET4.0E .NET4.0C AskTB5.6)",AWVIOLZUKBNVU,cd9jfzyxvmp6,19:26:32 Tue 01 Sep 15,24.254.212.144
103,127,Uniform,575583,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A3RIBFIB7C8D20,v2o96raa4mp,19:26:40 Tue 01 Sep 15,184.1.212.3
104,132,Positive,538572,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A14NATHUBGL5M9,buxtfd0adh,19:26:59 Tue 01 Sep 15,71.94.85.214
105,94,Uniform,833972,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A21SF3IKIZB0VN,1jdwczb5s3akmx6r,19:27:11 Tue 01 Sep 15,74.161.32.98
106,152,Both,274790,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A3N8JP3QR3VPE8,k2l6k50y6po,19:27:19 Tue 01 Sep 15,73.23.153.157
107,136,Uniform,560804,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AJ34WB9Z37ILU,43eb7x5desbawcdi,19:27:27 Tue 01 Sep 15,50.173.94.50
108,3,Positive,976954,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AND6DQZ62U6VV,77p4eowl7rq0vn29,19:27:39 Tue 01 Sep 15,76.241.1.61
109,90,Positive,873082,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3TV036EF6SAQQ,mwndi4ld0ihn0zfr,19:27:40 Tue 01 Sep 15,108.178.203.230
110,125,Both,657720,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A4SC8G0149GEG,nowqq9efti8gp66r,19:27:49 Tue 01 Sep 15,24.49.55.49
111,124,Uniform,683157,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.91 Safari/537.36",A3GM78FCDY293T,uala6o1qsa6bhuxr,19:28:18 Tue 01 Sep 15,64.134.11.235
112,116,Both,754051,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A35NVKW9R833VF,s5yp2jwhjb57b9,19:28:18 Tue 01 Sep 15,74.72.161.5
113,45,Positive,982283,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A5NE8TWS8ZV7B,u75n6ga16dr,19:28:19 Tue 01 Sep 15,73.135.28.148
114,133,Uniform,639396,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3B6ANBQU81J1J,fqgmvrpbs7zaor,19:28:46 Tue 01 Sep 15,162.202.104.63
115,117,Positive,783225,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A5HICC1DQ2HCV,v2fx2vxwqu,19:28:58 Tue 01 Sep 15,99.115.12.114
116,154,Uniform,346568,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A130X6CF795CQ5,90o7u72uewwgsyvi,19:29:07 Tue 01 Sep 15,24.175.166.171
117,138,Positive,645290,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3W6T1WDYXMR3,tvb8x1j2rpgy14i,19:29:33 Tue 01 Sep 15,97.93.212.245
118,148,Uniform,472049,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3H0XGON3XVK12,kqljxer2zwdpwrk9,19:29:36 Tue 01 Sep 15,75.136.160.128
119,161,Both,225045,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1QTQISKEHWSKZ,elj0a2uds20ara4i,19:29:37 Tue 01 Sep 15,66.168.96.49
120,0,Positive,876110,"Mozilla/5.0 (Windows NT 6.0 rv:40.0) Gecko/20100101 Firefox/40.0",AZACNY1H74YWS,2z5m3o454zu,19:29:42 Tue 01 Sep 15,184.57.127.183
121,128,Both,742672,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1HU9IOTYXB4YY,3s8ny57irpe3ik9,19:29:51 Tue 01 Sep 15,96.231.40.4
122,123,Positive,815589,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A16PU53B41CJ22,bqpx41ui0qk,19:30:22 Tue 01 Sep 15,104.190.154.147
123,6,Positive,1142713,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1OU9O4WETRJBL,a468x8zmo9bjra4i,19:30:27 Tue 01 Sep 15,184.60.227.217
124,139,Uniform,709956,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:41.0) Gecko/20100101 Firefox/41.0",AW0MG225VXWCN,g5u16sw2ujb,19:30:39 Tue 01 Sep 15,68.226.163.1
125,97,Uniform,1042824,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AQVP5IH2S6WCB,808gi795sy30udi,19:30:45 Tue 01 Sep 15,63.137.150.235
126,99,Positive,1051029,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AVZOC3OGBQRX2,zlmhfufjezbbj4i,19:30:55 Tue 01 Sep 15,75.111.21.232
127,134,Both,776403,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A173LV77LF3SHB,m5k6cx7q0mdvx6r,19:31:08 Tue 01 Sep 15,68.230.91.79
128,102,Positive,1067555,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2G7N0X0PNX0EE,5r0zw9py4btvs4i,19:31:23 Tue 01 Sep 15,71.183.46.114
129,156,Positive,457195,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A1XDXU43RJY8X7,lm8020isdia,19:31:34 Tue 01 Sep 15,204.126.138.241
130,80,Both,1137984,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A12FCLCVIM2CL3,l7i2ge9aaonfusor,19:31:35 Tue 01 Sep 15,73.166.225.134
131,149,Both,588315,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A11UQWFUDNIHIL,t7kmapdhigvz33di,19:31:44 Tue 01 Sep 15,24.16.250.189
132,147,Positive,622521,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2W3QPD493MHEI,fdxwfaj2botj4i,19:31:51 Tue 01 Sep 15,69.27.217.15
133,160,Uniform,381971,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A3FJWFCS4WM9ER,um9w0k8e8ab,19:32:00 Tue 01 Sep 15,98.215.61.179
134,57,Positive,1210009,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:39.0) Gecko/20100101 Firefox/39.0",A1ZIFC5AFQCDZT,tn4yqe8kaf,19:32:24 Tue 01 Sep 15,76.119.247.191
135,167,Both,266940,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2LJAWY0LUIMN1,t9zxesch1nkzw7b9,19:32:31 Tue 01 Sep 15,72.218.214.102
136,168,Positive,292879,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A18TXM6GMU1411,9oc14m5ak85dygb9,19:32:58 Tue 01 Sep 15,72.218.214.102
137,166,Uniform,296697,"Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2498.0 Safari/537.36",A10XVEX4101839,ny0tc3vimqiu23xr,19:33:00 Tue 01 Sep 15,72.218.214.102
138,141,Positive,786775,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3FJCLBK3HF4PD,fgxh8srjf9zr529,19:33:19 Tue 01 Sep 15,69.180.84.248
139,151,Uniform,698366,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3SI83QHG0L2P1,2hlaogb39rmjkyb9,19:34:12 Tue 01 Sep 15,172.14.153.9
140,51,Positive,1181736,"Mozilla/5.0 (iPad CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",AUAN582MLI96N ,m5x3otsmsaq,19:34:28 Tue 01 Sep 15,70.196.11.35
141,131,Both,1001132,"Mozilla/5.0 (Windows NT 6.1 rv:40.0) Gecko/20100101 Firefox/40.0",A1D0C0LV5259S6,b55a8ihi1ld,19:34:34 Tue 01 Sep 15,67.171.56.43
142,137,Both,951299,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AEF74ZYJTTEIA,uzs4qyu7i418aor,19:34:39 Tue 01 Sep 15,108.171.131.168
143,155,Both,766975,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A150GMV1YQWWB3,gd2e51dat9hsq0k9,19:36:12 Tue 01 Sep 15,98.26.152.72
144,111,Positive,1338826,"Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2499.0 Safari/537.36",A2TCIHHKLL8LQC,cj8euiulpxm6ajor,19:36:34 Tue 01 Sep 15,108.46.230.136
145,169,Uniform,490701,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3J8Y94SGZ3R0E,2scsd992pnyrdx6r,19:36:44 Tue 01 Sep 15,23.27.45.105
146,163,Uniform,656278,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A61GHYNS1DFT7,lqzrahradnyzxgvi,19:36:55 Tue 01 Sep 15,76.94.166.195
147,159,Positive,735214,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3OXQAC6S9ZPUU,3ap8wx9uqxquayvi,19:37:21 Tue 01 Sep 15,24.154.181.166
148,162,Positive,695576,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A29XL6EF65TG9T,3x8zysenkudkuik9,19:37:33 Tue 01 Sep 15,100.32.152.129
149,172,Uniform,324324,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A39K9RKR1YHQOR,w5ulrq7p489qkt9,19:37:34 Tue 01 Sep 15,73.164.191.32
150,118,Uniform,1368140,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A166A2M31CW2C7,ip7v4g0vwunb3xr,19:38:45 Tue 01 Sep 15,99.101.100.181
151,115,Uniform,1403831,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AO2LJAB0IA1DX,7kbo2cc8dqx2mx6r,19:38:58 Tue 01 Sep 15,209.6.149.76
152,175,Uniform,325038,"Mozilla/5.0 (X11 Linux x86_64 rv:40.0) Gecko/20100101 Firefox/40.0",A1APYLD4DUK33J,sef2ctf08bl,19:39:22 Tue 01 Sep 15,174.77.220.178
153,165,Positive,717236,"Mozilla/5.0 (Windows NT 6.3 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.78 Safari/537.36",A20ALQT1HIVSAH,22k51ndrsubrcnmi,19:39:23 Tue 01 Sep 15,184.58.184.43
154,164,Both,796844,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3K7UC7LUKV0ZV,6505zoqln0lwstt9,19:39:47 Tue 01 Sep 15,12.204.222.254
155,9,Positive,1700630,"Mozilla/5.0 (X11 CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",A38DC3BG1ZCVZ2,jf6lj4jsrtvp9zfr,19:39:48 Tue 01 Sep 15,108.61.228.6
156,158,Both,896709,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3P74FP62XNVYI,751fi11b7qm5nrk9,19:39:56 Tue 01 Sep 15,73.168.165.36
157,170,Both,583332,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A38VMTKS30TQZB,u8qfrmrh2ncul3di,19:40:14 Tue 01 Sep 15,69.197.108.78
158,153,Positive,1051282,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3VE0HT1J20HNX,v8lpkuhs0nj6ecdi,19:40:48 Tue 01 Sep 15,98.26.108.75
159,173,Both,535308,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1FGN2JF4LCF9B,rvv58guqm362bj4i,19:41:35 Tue 01 Sep 15,207.10.206.241
160,176,Both,454749,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36", A2MG1LLIKMGAMX,4htl9opat45kx1or,19:41:51 Tue 01 Sep 15,73.222.221.210
161,177,Positive,310931,"Mozilla/5.0 (Linux U Android 4.4.3 en-us KFARWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.68 like Chrome/39.0.2171.93 Safari/537.36",A2NJ7N8INZOB00,51apackeowbi6bt9,19:42:37 Tue 01 Sep 15,71.31.200.105
162,174,Positive,715096,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",ARVXIBUCA8WDZ,7d5ewpp3ruo6flxr,19:45:20 Tue 01 Sep 15,67.85.43.11
163,146,Both,1531071,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3D2U4QF7821ZW,0xxfobfur7w1xlxr,19:46:31 Tue 01 Sep 15,74.194.53.126
164,178,Uniform,428226,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:39.0) Gecko/20100101 Firefox/39.0",A2YO837C0O1E91,c0elrm030ok,19:46:48 Tue 01 Sep 15,50.182.53.0
165,179,Both,602727,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A4J4GGMKJ68L0,g19vis8dd9bgwrk9,19:50:01 Tue 01 Sep 15,198.24.30.109
166,157,Uniform,1559327,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A2SENAPNSXG9L,bxe1pi27grm,19:50:08 Tue 01 Sep 15,50.175.201.194
167,184,Uniform,313134,"Mozilla/5.0 (X11 CrOS armv7l 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",ASB8T0H7L99RF,387iqgjp9jybke29,19:53:15 Tue 01 Sep 15,104.156.228.162
168,180,Positive,792199,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1HK7CR71C8BCA,bohm96fdp0jurf6r,19:57:34 Tue 01 Sep 15,79.108.255.248
169,181,Uniform,732198,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",AZNIEFUIVB2H0,kijm0yvdvo,19:58:10 Tue 01 Sep 15,98.209.67.163
170,187,Uniform,372721,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A2WUQGSG1LUJG0,kcgf87xfgem,19:58:28 Tue 01 Sep 15,173.27.106.19
171,182,Both,769851,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2S3MXU8T2I5H0,ovli2iohcl3di,19:59:23 Tue 01 Sep 15,76.167.44.190
172,145,Uniform,2321630,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2EPI9A2N9OP3J,4l8egw7r8ukxogvi,19:59:41 Tue 01 Sep 15,63.137.149.224
173,185,Both,633083,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1OQIXAU1SEJ4P,85s8t2znwz4wvcxr,20:00:07 Tue 01 Sep 15,76.8.170.255
174,113,Both,2736652,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",A1B8GYI6D690QX,w4az5fwr1yp,20:00:24 Tue 01 Sep 15,173.49.211.141
175,188,Both,495152,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",AFN5VMMGYPF1I,b1axezj38vrnewmi,20:01:44 Tue 01 Sep 15,184.76.249.71
176,191,Both,370938,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2497.0 Safari/537.36",A3TK7HVFEKB00R,kjg28xebhv45nrk9,20:08:08 Tue 01 Sep 15,32.208.132.205
177,190,Uniform,626516,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A1N4AZ1QXPOPXH,yjrp7uhz4xxswcdi,20:09:53 Tue 01 Sep 15,50.136.28.73
178,186,Positive,1126929,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A36ZLJPURT0ILP,41o7qci55l4vlsor,20:10:03 Tue 01 Sep 15,50.191.91.44
179,192,Positive,550991,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2VD133723IZR8,jt9y49pjojiw9udi,20:12:58 Tue 01 Sep 15,98.26.233.41
180,1,Uniform,296979,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A2UIPRZUHUN9OU,vnah0h258ihyf1or,20:19:59 Tue 01 Sep 15,173.57.200.48
181,35,Both,529373,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A37LY5UTJV2KYZ,luagz6kqe1f3l3di,20:31:43 Tue 01 Sep 15,73.200.192.156
182,47,Both,964640,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A27CPVNHWY58DL,m2csk2461c434n29,20:46:07 Tue 01 Sep 15,68.71.64.72
183,53,Both,738903,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",A3J2UG22S8BIW4,fvlwo1bg25ipb9,13:44:49 Thu 03 Sep 15,170.97.167.69
