sub.id,sub.no,cond,experiment.duration,user.agent,PA.id,verification,time,ip
104,136,Uniform,315821,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55b3e07cfdf99b35900c2340,6HFVEW46,19:54:49 Wed 02 Sep 15,89.180.104.180
105,122,Both,453578,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",559d5870fdf99b13ca1d81fe,6HFVEW46,19:54:57 Wed 02 Sep 15,94.139.219.247
106,100,Uniform,770589,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:38.0) Gecko/20100101 Firefox/38.0",54ab0771fdf99b55c3f55227,6HFVEW46,19:55:13 Wed 02 Sep 15,86.171.198.166
107,104,Both,726945,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",558d8d71fdf99b534f79b352,6HFVEW46,19:55:17 Wed 02 Sep 15,76.202.221.113
108,117,Positive,569366,"Mozilla/5.0 (iPhone CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4",55c4fc3dfdf99b559867a416,6HFVEW46,19:55:28 Wed 02 Sep 15,166.175.191.237
109,146,Both,292881,"Mozilla/5.0 (X11 Linux x86_64 rv:34.0) Gecko/20100101 Firefox/34.0",55e35f57c70c7a00052a58,6HFVEW46,19:55:42 Wed 02 Sep 15,74.80.210.169
110,141,Positive,345624,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55af9877fdf99b2847046166,6HFVEW46,19:56:10 Wed 02 Sep 15,129.93.83.44
111,83,Both,1063773,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55e36dd4c70c7a00112a5bce,6HFVEW46,19:56:27 Wed 02 Sep 15,89.101.93.69
112,116,Both,637003,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55d4c3b358c35800113dc120,6HFVEW46,19:56:34 Wed 02 Sep 15,86.14.117.156
113,126,Positive,489445,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",555e1e71fdf99b1d468532ee,6HFVEW46,19:56:42 Wed 02 Sep 15,142.157.68.248
114,125,Both,507328,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55a432fcfdf99b02ff6caf92,6HFVEW46,19:56:43 Wed 02 Sep 15,50.136.28.73
115,155,Both,279914,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55b16fcbfdf99b5daa0945c9,6HFVEW46,19:56:52 Wed 02 Sep 15,78.56.37.38
116,119,Both,610730,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",55cbece4fe33040005625438,6HFVEW46,19:56:55 Wed 02 Sep 15,5.101.142.236
117,118,Uniform,695195,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",559d75befdf99b1e2b2dc522,6HFVEW46,19:57:13 Wed 02 Sep 15,217.44.139.239
118,120,Positive,641687,"Mozilla/5.0 (Linux U Android 4.3 en-gb GT-I9300 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",5599dbe6fdf99b4a3c5bc628,6HFVEW46,19:57:28 Wed 02 Sep 15,86.128.103.151
119,139,Uniform,464240,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",55a6200efdf99b427bda5f58,6HFVEW46,19:57:36 Wed 02 Sep 15,86.136.37.173
120,107,Both,818474,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55a1064efdf99b3f453c5e88,6HFVEW46,19:57:45 Wed 02 Sep 15,12.77.136.213
121,129,Positive,568236,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",558c415afdf99b75ca0c2596,6HFVEW46,19:58:24 Wed 02 Sep 15,68.60.208.162
122,159,Positive,365628,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",556df1cefdf99b53770d2589,6HFVEW46,19:58:33 Wed 02 Sep 15,167.206.233.247
123,151,Uniform,433153,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55c25d02fdf99b4e1d73d6a1,6HFVEW46,19:59:04 Wed 02 Sep 15,59.183.3.195
124,84,Positive,1203156,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55ac3198fdf99b6de3b68b23,6HFVEW46,19:59:15 Wed 02 Sep 15,86.9.70.35
125,145,Uniform,510951,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55885ea2fdf99b40219220c0,6HFVEW46,19:59:17 Wed 02 Sep 15,66.119.2.3
126,173,Both,210343,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55d2340f5bc5bc0012d902ae,6HFVEW46,19:59:25 Wed 02 Sep 15,97.119.21.95
127,78,Positive,1301921,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55ca03e1fdf99b2735fc1dde,6HFVEW46,19:59:44 Wed 02 Sep 15,129.252.70.108
128,121,Uniform,798410,"Mozilla/5.0 (Mobile Windows Phone 8.1 Android 4.0 ARM Trident/7.0 Touch rv:11.0 IEMobile/11.0 NOKIA Lumia 625) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",559c3e04fdf99b32b55f2d8a,6HFVEW46,20:00:21 Wed 02 Sep 15,85.255.232.210
129,133,Uniform,681126,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",55ad44fbfdf99b5656546995,6HFVEW46,20:00:36 Wed 02 Sep 15,72.128.72.95
130,167,Both,336459,"Mozilla/5.0 (X11 CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",55bd713cfdf99b4c1b12565d,6HFVEW46,20:00:39 Wed 02 Sep 15,173.25.168.174
131,132,Positive,705555,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55cb97a5fdf99b45b781b1ba,6HFVEW46,20:00:51 Wed 02 Sep 15,93.139.75.16
132,158,Both,515701,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",54230df2fdf99b328baf8e89,6HFVEW46,20:01:02 Wed 02 Sep 15,80.44.118.96
133,143,Both,738247,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",559e2814fdf99b4f0b984ec5,6HFVEW46,20:01:58 Wed 02 Sep 15,188.246.36.245
134,164,Both,479773,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",55ca0172fdf99b2643ecb5b8,6HFVEW46,20:01:59 Wed 02 Sep 15,86.150.187.140
135,135,Positive,760194,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55896c2bfdf99b74160272a1,6HFVEW46,20:02:08 Wed 02 Sep 15,91.184.212.177
136,131,Both,798902,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55b19791fdf99b68190ce589,6HFVEW46,20:02:18 Wed 02 Sep 15,70.145.223.147
137,154,Uniform,630407,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",558d326efdf99b495c3dd459,6HFVEW46,20:02:30 Wed 02 Sep 15,82.43.63.238
138,150,Positive,655045,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55b15188fdf99b4f9231de0e,6HFVEW46,20:02:42 Wed 02 Sep 15,99.46.142.20
139,140,Both,760046,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",545cc8a6fdf99b75c2904886,6HFVEW46,20:02:42 Wed 02 Sep 15,43.230.184.99
140,184,Uniform,311902,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55ca5305fdf99b498b73f29c,6HFVEW46,20:02:43 Wed 02 Sep 15,150.135.211.242
141,163,Uniform,574263,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55e6f92941988f000575d02a,6HFVEW46,20:03:20 Wed 02 Sep 15,63.155.255.226
142,171,Positive,478099,"Mozilla/5.0 (Windows NT 6.1 WOW64 Trident/7.0 SLCC2 .NET CLR 2.0.50727 .NET CLR 3.5.30729 .NET CLR 3.0.30729 .NET4.0C .NET4.0E InfoPath.3 Media Center PC 6.0 rv:11.0) like Gecko",55d1f9afcc2b18000c0b9ce6,6HFVEW46,20:03:20 Wed 02 Sep 15,81.108.56.191
143,149,Both,707855,"Mozilla/5.0 (Windows NT 6.3 WOW64 Trident/7.0 Touch .NET4.0E .NET4.0C Tablet PC 2.0 .NET CLR 3.5.30729 .NET CLR 2.0.50727 .NET CLR 3.0.30729 McAfee GWX:QUALIFIED LCJB rv:11.0) like Gecko",55917815fdf99b4fdf6153,6HFVEW46,20:03:27 Wed 02 Sep 15,146.198.103.39
144,113,Both,1111060,"Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",55e04def3b268b000502935e,6HFVEW46,20:03:40 Wed 02 Sep 15,125.21.194.2
145,160,Uniform,740480,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",559e664dfdf99b4f28173b05,6HFVEW46,20:04:51 Wed 02 Sep 15,98.230.32.128
146,161,Both,735350,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55a90fcbfdf99b6295f4eace,6HFVEW46,20:05:03 Wed 02 Sep 15,196.46.252.78
147,181,Uniform,470461,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",5589a9d1fdf99b118adfa3a6,6HFVEW46,20:05:04 Wed 02 Sep 15,97.84.173.192
148,175,Uniform,537078,"Mozilla/5.0 (X11 CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",558a0eedfdf99b2d7565144f,6HFVEW46,20:05:07 Wed 02 Sep 15,74.72.128.92
149,178,Uniform,502907,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55a47692fdf99b126e625257,6HFVEW46,20:05:26 Wed 02 Sep 15,108.129.125.17
150,172,Uniform,578730,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",558ad38efdf99b65685f0447,6HFVEW46,20:05:31 Wed 02 Sep 15,2.125.206.155
151,128,Both,999480,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:31.0) Gecko/20100101 Firefox/31.0",5514f977fdf99b5587d2864f,6HFVEW46,20:05:33 Wed 02 Sep 15,49.128.160.54
152,169,Uniform,622010,"Mozilla/5.0 (iPhone CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",55e5b679c70c7a000a2a58f2,6HFVEW46,20:05:34 Wed 02 Sep 15,86.168.187.211
153,99,Positive,1415440,"Mozilla/5.0 (Windows NT 6.1 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55896edcfdf99b741602730d,6HFVEW46,20:05:35 Wed 02 Sep 15,86.155.18.101
154,166,Uniform,654383,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36 OPR/31.0.1889.174",55ad7888fdf99b6eff50171d,6HFVEW46,20:05:36 Wed 02 Sep 15,174.53.84.103
155,185,Both,450695,"Mozilla/5.0 (Macintosh Intel Mac OS X 10.8 rv:40.0) Gecko/20100101 Firefox/40.0",559afb47fdf99b361ac46897,6HFVEW46,20:05:41 Wed 02 Sep 15,146.199.177.71
156,148,Uniform,848824,"Mozilla/5.0 (Macintosh Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",5397a57bfdf99b1ccc3f1214,6HFVEW46,20:05:47 Wed 02 Sep 15,104.34.53.179
157,157,Uniform,817243,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",540a3109fdf99b6d5ccf0931,6HFVEW46,20:06:03 Wed 02 Sep 15,81.141.99.28
158,89,Both,1556830,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",5594ad01fdf99b5f100b3fbd,6HFVEW46,20:06:14 Wed 02 Sep 15,98.30.38.28
159,152,Both,858798,"Mozilla/5.0 (X11 CrOS x86_64 7077.134.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.156 Safari/537.36",555a9472fdf99b471511855f,6HFVEW46,20:06:17 Wed 02 Sep 15,72.202.199.29
160,180,Positive,548996,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",546e2f3cfdf99b2bc7ebcfe5,6HFVEW46,20:06:18 Wed 02 Sep 15,184.1.212.3
161,147,Positive,901125,"Mozilla/5.0 (Linux Android 5.1.1 Nexus 5 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",55c9f547fdf99b1c14741323,6HFVEW46,20:06:23 Wed 02 Sep 15,186.166.250.198
162,188,Both,133504,"Mozilla/5.0 (Windows NT 6.1 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",5554c0a1fdf99b6c259408e6,6HFVEW46,20:07:01 Wed 02 Sep 15,125.21.194.2
163,170,Both,704874,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55d0e4d334e9060005e574c7,6HFVEW46,20:07:02 Wed 02 Sep 15,82.47.19.233
164,144,Positive,978037,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",558a9550fdf99b5796584edf,6HFVEW46,20:07:06 Wed 02 Sep 15,197.87.214.5
165,174,Positive,714070,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55973e99fdf99b5dfc68c8ac,6HFVEW46,20:07:56 Wed 02 Sep 15,24.76.234.63
166,183,Positive,640135,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55b1c05ffdf99b68190ce691,6HFVEW46,20:08:08 Wed 02 Sep 15,73.35.119.118
167,182,Both,654523,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55a145fcfdf99b6ec83c2470,6HFVEW46,20:08:13 Wed 02 Sep 15,86.150.173.140
168,179,Both,673712,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",555247e6fdf99b0c18cd1d0c,6HFVEW46,20:08:19 Wed 02 Sep 15,67.82.196.15
169,153,Positive,1075268,"Mozilla/5.0 (Windows NT 6.3 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55a3f881fdf99b6e3e618245,6HFVEW46,20:09:55 Wed 02 Sep 15,75.161.38.132
170,162,Positive,1070852,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",558c7ce3fdf99b75ca0c2776,6HFVEW46,20:10:47 Wed 02 Sep 15,24.158.237.83
171,168,Positive,991893,"Mozilla/5.0 (Windows NT 6.1 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55888ac0fdf99b5a48cf2e79,6HFVEW46,20:11:40 Wed 02 Sep 15,24.85.115.44
172,165,Positive,1071681,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",55650260fdf99b76e760cd77,6HFVEW46,20:11:55 Wed 02 Sep 15,137.99.124.196
173,177,Positive,939096,"Mozilla/5.0 (Windows NT 10.0 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",558a144ffdf99b2d756514bb,6HFVEW46,20:12:32 Wed 02 Sep 15,76.94.123.89
174,187,Uniform,580669,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",545cd16cfdf99b75c2904898,6HFVEW46,20:14:10 Wed 02 Sep 15,131.151.252.152
175,176,Both,1129283,"Mozilla/5.0 (Windows NT 6.3 WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",55ca229afdf99b3466605951,6HFVEW46,20:15:28 Wed 02 Sep 15,70.193.102.248
176,186,Positive,1666320,"Mozilla/5.0 (Windows NT 10.0 Win64 x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.78 Safari/537.36",5588e9fbfdf99b304dd481f8,6HFVEW46,20:26:26 Wed 02 Sep 15,75.158.26.128
177,42,Positive,949467,"Mozilla/5.0 (Windows NT 10.0 WOW64 rv:40.0) Gecko/20100101 Firefox/40.0",55ad97ccfdf99b740305202f,6HFVEW46,21:11:09 Wed 02 Sep 15,96.59.167.21
